prompt_id,caption,split,seed,bpm,keyscale,timesignature
p10_nylon_guitar__v08,"Instrumental focus music with nylon guitar, regular pulse, minimal melodic variation, gentle dynamics, no vocals. Use understated recurring motifs with low contrast between adjacent sections.",train,,78,,4
p10_nylon_guitar__v09,"Instrumental focus music with nylon guitar, regular pulse, minimal melodic variation, gentle dynamics, no vocals. Maintain an unbroken concentration-friendly flow with restrained bass movement.",train,,78,,4
p10_nylon_guitar__v10,"Instrumental focus music with nylon guitar, regular pulse, minimal melodic variation, gentle dynamics, no vocals. Use gradual harmonic motion and a consistent pulse without fills or drops.",train,,78,,4
p10_nylon_guitar__v11,"Instrumental focus music with nylon guitar, regular pulse, minimal melodic variation, gentle dynamics, no vocals. Keep musical events evenly spaced with soft articulation and limited ornamentation.",train,,78,,4
p10_nylon_guitar__v12,"Instrumental focus music with nylon guitar, regular pulse, minimal melodic variation, gentle dynamics, no vocals. Favor warm balanced sonorities and slow texture changes without climactic gestures.",train,,78,,4
p10_nylon_guitar__v13,"Instrumental focus music with nylon guitar, regular pulse, minimal melodic variation, gentle dynamics, no vocals. Use a stable meter and quiet recurring figures with smooth phrase boundaries.",train,,78,,4
p10_nylon_guitar__v14,"Instrumental focus music with nylon guitar, regular pulse, minimal melodic variation, gentle dynamics, no vocals. Maintain low distraction through simple voicing and gently evolving ambience.",train,,78,,4
p10_nylon_guitar__v15,"Instrumental focus music with nylon guitar, regular pulse, minimal melodic variation, gentle dynamics, no vocals. Keep density moderate and consistent with no sudden pauses or prominent solos.",train,,78,,4
p10_nylon_guitar__v16,"Instrumental focus music with nylon guitar, regular pulse, minimal melodic variation, gentle dynamics, no vocals. Use calm cyclical phrasing and subtle variation while preserving an even energy level.",train,,78,,4
p11_guitar_pad__v01,"Instrumental focus music with clean guitar and warm pad, stable rhythm, sparse motifs, seamless transitions, no vocals. Keep the arrangement sparse and continuous with gradual eight-bar changes.",train,,88,,4
p11_guitar_pad__v02,"Instrumental focus music with clean guitar and warm pad, stable rhythm, sparse motifs, seamless transitions, no vocals. Use a narrow melodic range and seamless transitions without dramatic accents.",train,,88,,4
p11_guitar_pad__v03,"Instrumental focus music with clean guitar and warm pad, stable rhythm, sparse motifs, seamless transitions, no vocals. Maintain restrained dynamics and a stable background texture throughout.",train,,88,,4
p11_guitar_pad__v04,"Instrumental focus music with clean guitar and warm pad, stable rhythm, sparse motifs, seamless transitions, no vocals. Emphasize gentle repetition with subtle timbral evolution and no breakdowns.",train,,88,,4
p11_guitar_pad__v05,"Instrumental focus music with clean guitar and warm pad, stable rhythm, sparse motifs, seamless transitions, no vocals. Use smooth four-bar phrases and avoid abrupt harmonic or rhythmic changes.",train,,88,,4
p11_guitar_pad__v06,"Instrumental focus music with clean guitar and warm pad, stable rhythm, sparse motifs, seamless transitions, no vocals. Keep the foreground minimal while the accompaniment remains even and predictable.",train,,88,,4
p11_guitar_pad__v07,"Instrumental focus music with clean guitar and warm pad, stable rhythm, sparse motifs, seamless transitions, no vocals. Favor long connected layers with soft attacks and controlled high frequencies.",train,,88,,4
p11_guitar_pad__v08,"Instrumental focus music with clean guitar and warm pad, stable rhythm, sparse motifs, seamless transitions, no vocals. Use understated recurring motifs with low contrast between adjacent sections.",train,,88,,4
p11_guitar_pad__v09,"Instrumental focus music with clean guitar and warm pad, stable rhythm, sparse motifs, seamless transitions, no vocals. Maintain an unbroken concentration-friendly flow with restrained bass movement.",train,,88,,4
p11_guitar_pad__v10,"Instrumental focus music with clean guitar and warm pad, stable rhythm, sparse motifs, seamless transitions, no vocals. Use gradual harmonic motion and a consistent pulse without fills or drops.",train,,88,,4
p11_guitar_pad__v11,"Instrumental focus music with clean guitar and warm pad, stable rhythm, sparse motifs, seamless transitions, no vocals. Keep musical events evenly spaced with soft articulation and limited ornamentation.",train,,88,,4
p11_guitar_pad__v12,"Instrumental focus music with clean guitar and warm pad, stable rhythm, sparse motifs, seamless transitions, no vocals. Favor warm balanced sonorities and slow texture changes without climactic gestures.",train,,88,,4
p11_guitar_pad__v13,"Instrumental focus music with clean guitar and warm pad, stable rhythm, sparse motifs, seamless transitions, no vocals. Use a stable meter and quiet recurring figures with smooth phrase boundaries.",train,,88,,4
p11_guitar_pad__v14,"Instrumental focus music with clean guitar and warm pad, stable rhythm, sparse motifs, seamless transitions, no vocals. Maintain low distraction through simple voicing and gently evolving ambience.",train,,88,,4
p11_guitar_pad__v15,"Instrumental focus music with clean guitar and warm pad, stable rhythm, sparse motifs, seamless transitions, no vocals. Keep density moderate and consistent with no sudden pauses or prominent solos.",train,,88,,4
p11_guitar_pad__v16,"Instrumental focus music with clean guitar and warm pad, stable rhythm, sparse motifs, seamless transitions, no vocals. Use calm cyclical phrasing and subtle variation while preserving an even energy level.",train,,88,,4
p12_harp_guitar__v01,"Instrumental focus music with soft harp and guitar, even pulse, narrow melodic range, low distraction, no vocals. Keep the arrangement sparse and continuous with gradual eight-bar changes.",qualification,,74,,4
p12_harp_guitar__v02,"Instrumental focus music with soft harp and guitar, even pulse, narrow melodic range, low distraction, no vocals. Use a narrow melodic range and seamless transitions without dramatic accents.",qualification,,74,,4
p12_harp_guitar__v03,"Instrumental focus music with soft harp and guitar, even pulse, narrow melodic range, low distraction, no vocals. Maintain restrained dynamics and a stable background texture throughout.",qualification,,74,,4
p12_harp_guitar__v04,"Instrumental focus music with soft harp and guitar, even pulse, narrow melodic range, low distraction, no vocals. Emphasize gentle repetition with subtle timbral evolution and no breakdowns.",qualification,,74,,4
p12_harp_guitar__v05,"Instrumental focus music with soft harp and guitar, even pulse, narrow melodic range, low distraction, no vocals. Use smooth four-bar phrases and avoid abrupt harmonic or rhythmic changes.",qualification,,74,,4
p12_harp_guitar__v06,"Instrumental focus music with soft harp and guitar, even pulse, narrow melodic range, low distraction, no vocals. Keep the foreground minimal while the accompaniment remains even and predictable.",qualification,,74,,4
p12_harp_guitar__v07,"Instrumental focus music with soft harp and guitar, even pulse, narrow melodic range, low distraction, no vocals. Favor long connected layers with soft attacks and controlled high frequencies.",qualification,,74,,4
p12_harp_guitar__v08,"Instrumental focus music with soft harp and guitar, even pulse, narrow melodic range, low distraction, no vocals. Use understated recurring motifs with low contrast between adjacent sections.",qualification,,74,,4
p12_harp_guitar__v09,"Instrumental focus music with soft harp and guitar, even pulse, narrow melodic range, low distraction, no vocals. Maintain an unbroken concentration-friendly flow with restrained bass movement.",qualification,,74,,4
p12_harp_guitar__v10,"Instrumental focus music with soft harp and guitar, even pulse, narrow melodic range, low distraction, no vocals. Use gradual harmonic motion and a consistent pulse without fills or drops.",qualification,,74,,4
p12_harp_guitar__v11,"Instrumental focus music with soft harp and guitar, even pulse, narrow melodic range, low distraction, no vocals. Keep musical events evenly spaced with soft articulation and limited ornamentation.",qualification,,74,,4
p12_harp_guitar__v12,"Instrumental focus music with soft harp and guitar, even pulse, narrow melodic range, low distraction, no vocals. Favor warm balanced sonorities and slow texture changes without climactic gestures.",qualification,,74,,4
p12_harp_guitar__v13,"Instrumental focus music with soft harp and guitar, even pulse, narrow melodic range, low distraction, no vocals. Use a stable meter and quiet recurring figures with smooth phrase boundaries.",qualification,,74,,4
p12_harp_guitar__v14,"Instrumental focus music with soft harp and guitar, even pulse, narrow melodic range, low distraction, no vocals. Maintain low distraction through simple voicing and gently evolving ambience.",qualification,,74,,4
p12_harp_guitar__v15,"Instrumental focus music with soft harp and guitar, even pulse, narrow melodic range, low distraction, no vocals. Keep density moderate and consistent with no sudden pauses or prominent solos.",qualification,,74,,4
p12_harp_guitar__v16,"Instrumental focus music with soft harp and guitar, even pulse, narrow melodic range, low distraction, no vocals. Use calm cyclical phrasing and subtle variation while preserving an even energy level.",qualification,,74,,4
p13_marimba_pad__v01,"Instrumental focus music with soft marimba and ambient pad, steady pulse, simple repeating motif, no vocals. Keep the arrangement sparse and continuous with gradual eight-bar changes.",train,,96,,4
p13_marimba_pad__v02,"Instrumental focus music with soft marimba and ambient pad, steady pulse, simple repeating motif, no vocals. Use a narrow melodic range and seamless transitions without dramatic accents.",train,,96,,4
p13_marimba_pad__v03,"Instrumental focus music with soft marimba and ambient pad, steady pulse, simple repeating motif, no vocals. Maintain restrained dynamics and a stable background texture throughout.",train,,96,,4
p13_marimba_pad__v04,"Instrumental focus music with soft marimba and ambient pad, steady pulse, simple repeating motif, no vocals. Emphasize gentle repetition with subtle timbral evolution and no breakdowns.",train,,96,,4
p13_marimba_pad__v05,"Instrumental focus music with soft marimba and ambient pad, steady pulse, simple repeating motif, no vocals. Use smooth four-bar phrases and avoid abrupt harmonic or rhythmic changes.",train,,96,,4
p13_marimba_pad__v06,"Instrumental focus music with soft marimba and ambient pad, steady pulse, simple repeating motif, no vocals. Keep the foreground minimal while the accompaniment remains even and predictable.",train,,96,,4
p13_marimba_pad__v07,"Instrumental focus music with soft marimba and ambient pad, steady pulse, simple repeating motif, no vocals. Favor long connected layers with soft attacks and controlled high frequencies.",train,,96,,4
p13_marimba_pad__v08,"Instrumental focus music with soft marimba and ambient pad, steady pulse, simple repeating motif, no vocals. Use understated recurring motifs with low contrast between adjacent sections.",train,,96,,4
p13_marimba_pad__v09,"Instrumental focus music with soft marimba and ambient pad, steady pulse, simple repeating motif, no vocals. Maintain an unbroken concentration-friendly flow with restrained bass movement.",train,,96,,4
p13_marimba_pad__v10,"Instrumental focus music with soft marimba and ambient pad, steady pulse, simple repeating motif, no vocals. Use gradual harmonic motion and a consistent pulse without fills or drops.",train,,96,,4
p13_marimba_pad__v11,"Instrumental focus music with soft marimba and ambient pad, steady pulse, simple repeating motif, no vocals. Keep musical events evenly spaced with soft articulation and limited ornamentation.",train,,96,,4
p13_marimba_pad__v12,"Instrumental focus music with soft marimba and ambient pad, steady pulse, simple repeating motif, no vocals. Favor warm balanced sonorities and slow texture changes without climactic gestures.",train,,96,,4
p13_marimba_pad__v13,"Instrumental focus music with soft marimba and ambient pad, steady pulse, simple repeating motif, no vocals. Use a stable meter and quiet recurring figures with smooth phrase boundaries.",train,,96,,4
p13_marimba_pad__v14,"Instrumental focus music with soft marimba and ambient pad, steady pulse, simple repeating motif, no vocals. Maintain low distraction through simple voicing and gently evolving ambience.",train,,96,,4
p13_marimba_pad__v15,"Instrumental focus music with soft marimba and ambient pad, steady pulse, simple repeating motif, no vocals. Keep density moderate and consistent with no sudden pauses or prominent solos.",train,,96,,4
p13_marimba_pad__v16,"Instrumental focus music with soft marimba and ambient pad, steady pulse, simple repeating motif, no vocals. Use calm cyclical phrasing and subtle variation while preserving an even energy level.",train,,96,,4
p14_vibraphone__v01,"Instrumental focus music with mellow vibraphone, consistent pulse, restrained harmony, smooth dynamics, no vocals. Keep the arrangement sparse and continuous with gradual eight-bar changes.",train,,90,,4
p14_vibraphone__v02,"Instrumental focus music with mellow vibraphone, consistent pulse, restrained harmony, smooth dynamics, no vocals. Use a narrow melodic range and seamless transitions without dramatic accents.",train,,90,,4
p14_vibraphone__v03,"Instrumental focus music with mellow vibraphone, consistent pulse, restrained harmony, smooth dynamics, no vocals. Maintain restrained dynamics and a stable background texture throughout.",train,,90,,4
p14_vibraphone__v04,"Instrumental focus music with mellow vibraphone, consistent pulse, restrained harmony, smooth dynamics, no vocals. Emphasize gentle repetition with subtle timbral evolution and no breakdowns.",train,,90,,4
p14_vibraphone__v05,"Instrumental focus music with mellow vibraphone, consistent pulse, restrained harmony, smooth dynamics, no vocals. Use smooth four-bar phrases and avoid abrupt harmonic or rhythmic changes.",train,,90,,4
p14_vibraphone__v06,"Instrumental focus music with mellow vibraphone, consistent pulse, restrained harmony, smooth dynamics, no vocals. Keep the foreground minimal while the accompaniment remains even and predictable.",train,,90,,4
p14_vibraphone__v07,"Instrumental focus music with mellow vibraphone, consistent pulse, restrained harmony, smooth dynamics, no vocals. Favor long connected layers with soft attacks and controlled high frequencies.",train,,90,,4
p14_vibraphone__v08,"Instrumental focus music with mellow vibraphone, consistent pulse, restrained harmony, smooth dynamics, no vocals. Use understated recurring motifs with low contrast between adjacent sections.",train,,90,,4
p14_vibraphone__v09,"Instrumental focus music with mellow vibraphone, consistent pulse, restrained harmony, smooth dynamics, no vocals. Maintain an unbroken concentration-friendly flow with restrained bass movement.",train,,90,,4
p14_vibraphone__v10,"Instrumental focus music with mellow vibraphone, consistent pulse, restrained harmony, smooth dynamics, no vocals. Use gradual harmonic motion and a consistent pulse without fills or drops.",train,,90,,4
p14_vibraphone__v11,"Instrumental focus music with mellow vibraphone, consistent pulse, restrained harmony, smooth dynamics, no vocals. Keep musical events evenly spaced with soft articulation and limited ornamentation.",train,,90,,4
p14_vibraphone__v12,"Instrumental focus music with mellow vibraphone, consistent pulse, restrained harmony, smooth dynamics, no vocals. Favor warm balanced sonorities and slow texture changes without climactic gestures.",train,,90,,4
p14_vibraphone__v13,"Instrumental focus music with mellow vibraphone, consistent pulse, restrained harmony, smooth dynamics, no vocals. Use a stable meter and quiet recurring figures with smooth phrase boundaries.",train,,90,,4
p14_vibraphone__v14,"Instrumental focus music with mellow vibraphone, consistent pulse, restrained harmony, smooth dynamics, no vocals. Maintain low distraction through simple voicing and gently evolving ambience.",train,,90,,4
p14_vibraphone__v15,"Instrumental focus music with mellow vibraphone, consistent pulse, restrained harmony, smooth dynamics, no vocals. Keep density moderate and consistent with no sudden pauses or prominent solos.",train,,90,,4
p14_vibraphone__v16,"Instrumental focus music with mellow vibraphone, consistent pulse, restrained harmony, smooth dynamics, no vocals. Use calm cyclical phrasing and subtle variation while preserving an even energy level.",train,,90,,4
p15_mallet_synth__v01,"Instrumental focus music with muted mallets and soft synthesizer, stable beat, sparse melodic motion, no vocals. Keep the arrangement sparse and continuous with gradual eight-bar changes.",train,,98,,4
p15_mallet_synth__v02,"Instrumental focus music with muted mallets and soft synthesizer, stable beat, sparse melodic motion, no vocals. Use a narrow melodic range and seamless transitions without dramatic accents.",train,,98,,4
p15_mallet_synth__v03,"Instrumental focus music with muted mallets and soft synthesizer, stable beat, sparse melodic motion, no vocals. Maintain restrained dynamics and a stable background texture throughout.",train,,98,,4
p15_mallet_synth__v04,"Instrumental focus music with muted mallets and soft synthesizer, stable beat, sparse melodic motion, no vocals. Emphasize gentle repetition with subtle timbral evolution and no breakdowns.",train,,98,,4
p15_mallet_synth__v05,"Instrumental focus music with muted mallets and soft synthesizer, stable beat, sparse melodic motion, no vocals. Use smooth four-bar phrases and avoid abrupt harmonic or rhythmic changes.",train,,98,,4
p15_mallet_synth__v06,"Instrumental focus music with muted mallets and soft synthesizer, stable beat, sparse melodic motion, no vocals. Keep the foreground minimal while the accompaniment remains even and predictable.",train,,98,,4
p15_mallet_synth__v07,"Instrumental focus music with muted mallets and soft synthesizer, stable beat, sparse melodic motion, no vocals. Favor long connected layers with soft attacks and controlled high frequencies.",train,,98,,4
p15_mallet_synth__v08,"Instrumental focus music with muted mallets and soft synthesizer, stable beat, sparse melodic motion, no vocals. Use understated recurring motifs with low contrast between adjacent sections.",train,,98,,4
p15_mallet_synth__v09,"Instrumental focus music with muted mallets and soft synthesizer, stable beat, sparse melodic motion, no vocals. Maintain an unbroken concentration-friendly flow with restrained bass movement.",train,,98,,4
p15_mallet_synth__v10,"Instrumental focus music with muted mallets and soft synthesizer, stable beat, sparse melodic motion, no vocals. Use gradual harmonic motion and a consistent pulse without fills or drops.",train,,98,,4
p15_mallet_synth__v11,"Instrumental focus music with muted mallets and soft synthesizer, stable beat, sparse melodic motion, no vocals. Keep musical events evenly spaced with soft articulation and limited ornamentation.",train,,98,,4
p15_mallet_synth__v12,"Instrumental focus music with muted mallets and soft synthesizer, stable beat, sparse melodic motion, no vocals. Favor warm balanced sonorities and slow texture changes without climactic gestures.",train,,98,,4
p15_mallet_synth__v13,"Instrumental focus music with muted mallets and soft synthesizer, stable beat, sparse melodic motion, no vocals. Use a stable meter and quiet recurring figures with smooth phrase boundaries.",train,,98,,4
p15_mallet_synth__v14,"Instrumental focus music with muted mallets and soft synthesizer, stable beat, sparse melodic motion, no vocals. Maintain low distraction through simple voicing and gently evolving ambience.",train,,98,,4
p15_mallet_synth__v15,"Instrumental focus music with muted mallets and soft synthesizer, stable beat, sparse melodic motion, no vocals. Keep density moderate and consistent with no sudden pauses or prominent solos.",train,,98,,4
p15_mallet_synth__v16,"Instrumental focus music with muted mallets and soft synthesizer, stable beat, sparse melodic motion, no vocals. Use calm cyclical phrasing and subtle variation while preserving an even energy level.",train,,98,,4
p16_bell_texture__v01,"Instrumental focus music with subdued bell textures, even pulse, minimal accents, gentle evolution, no vocals. Keep the arrangement sparse and continuous with gradual eight-bar changes.",development,,84,,4
p16_bell_texture__v02,"Instrumental focus music with subdued bell textures, even pulse, minimal accents, gentle evolution, no vocals. Use a narrow melodic range and seamless transitions without dramatic accents.",development,,84,,4
p16_bell_texture__v03,"Instrumental focus music with subdued bell textures, even pulse, minimal accents, gentle evolution, no vocals. Maintain restrained dynamics and a stable background texture throughout.",development,,84,,4
p16_bell_texture__v04,"Instrumental focus music with subdued bell textures, even pulse, minimal accents, gentle evolution, no vocals. Emphasize gentle repetition with subtle timbral evolution and no breakdowns.",development,,84,,4
p16_bell_texture__v05,"Instrumental focus music with subdued bell textures, even pulse, minimal accents, gentle evolution, no vocals. Use smooth four-bar phrases and avoid abrupt harmonic or rhythmic changes.",development,,84,,4
p16_bell_texture__v06,"Instrumental focus music with subdued bell textures, even pulse, minimal accents, gentle evolution, no vocals. Keep the foreground minimal while the accompaniment remains even and predictable.",development,,84,,4
p16_bell_texture__v07,"Instrumental focus music with subdued bell textures, even pulse, minimal accents, gentle evolution, no vocals. Favor long connected layers with soft attacks and controlled high frequencies.",development,,84,,4
p16_bell_texture__v08,"Instrumental focus music with subdued bell textures, even pulse, minimal accents, gentle evolution, no vocals. Use understated recurring motifs with low contrast between adjacent sections.",development,,84,,4
p16_bell_texture__v09,"Instrumental focus music with subdued bell textures, even pulse, minimal accents, gentle evolution, no vocals. Maintain an unbroken concentration-friendly flow with restrained bass movement.",development,,84,,4
p16_bell_texture__v10,"Instrumental focus music with subdued bell textures, even pulse, minimal accents, gentle evolution, no vocals. Use gradual harmonic motion and a consistent pulse without fills or drops.",development,,84,,4
p16_bell_texture__v11,"Instrumental focus music with subdued bell textures, even pulse, minimal accents, gentle evolution, no vocals. Keep musical events evenly spaced with soft articulation and limited ornamentation.",development,,84,,4
p16_bell_texture__v12,"Instrumental focus music with subdued bell textures, even pulse, minimal accents, gentle evolution, no vocals. Favor warm balanced sonorities and slow texture changes without climactic gestures.",development,,84,,4
p16_bell_texture__v13,"Instrumental focus music with subdued bell textures, even pulse, minimal accents, gentle evolution, no vocals. Use a stable meter and quiet recurring figures with smooth phrase boundaries.",development,,84,,4
p16_bell_texture__v14,"Instrumental focus music with subdued bell textures, even pulse, minimal accents, gentle evolution, no vocals. Maintain low distraction through simple voicing and gently evolving ambience.",development,,84,,4
p16_bell_texture__v15,"Instrumental focus music with subdued bell textures, even pulse, minimal accents, gentle evolution, no vocals. Keep density moderate and consistent with no sudden pauses or prominent solos.",development,,84,,4
p16_bell_texture__v16,"Instrumental focus music with subdued bell textures, even pulse, minimal accents, gentle evolution, no vocals. Use calm cyclical phrasing and subtle variation while preserving an even energy level.",development,,84,,4
p17_cello_pad__v01,"Instrumental focus music with soft cello and warm pad, measured pulse, limited melodic movement, no vocals. Keep the arrangement sparse and continuous with gradual eight-bar changes.",train,,72,,4
p17_cello_pad__v02,"Instrumental focus music with soft cello and warm pad, measured pulse, limited melodic movement, no vocals. Use a narrow melodic range and seamless transitions without dramatic accents.",train,,72,,4
p17_cello_pad__v03,"Instrumental focus music with soft cello and warm pad, measured pulse, limited melodic movement, no vocals. Maintain restrained dynamics and a stable background texture throughout.",train,,72,,4
p17_cello_pad__v04,"Instrumental focus music with soft cello and warm pad, measured pulse, limited melodic movement, no vocals. Emphasize gentle repetition with subtle timbral evolution and no breakdowns.",train,,72,,4
p17_cello_pad__v05,"Instrumental focus music with soft cello and warm pad, measured pulse, limited melodic movement, no vocals. Use smooth four-bar phrases and avoid abrupt harmonic or rhythmic changes.",train,,72,,4
p17_cello_pad__v06,"Instrumental focus music with soft cello and warm pad, measured pulse, limited melodic movement, no vocals. Keep the foreground minimal while the accompaniment remains even and predictable.",train,,72,,4
p17_cello_pad__v07,"Instrumental focus music with soft cello and warm pad, measured pulse, limited melodic movement, no vocals. Favor long connected layers with soft attacks and controlled high frequencies.",train,,72,,4
p17_cello_pad__v08,"Instrumental focus music with soft cello and warm pad, measured pulse, limited melodic movement, no vocals. Use understated recurring motifs with low contrast between adjacent sections.",train,,72,,4
p17_cello_pad__v09,"Instrumental focus music with soft cello and warm pad, measured pulse, limited melodic movement, no vocals. Maintain an unbroken concentration-friendly flow with restrained bass movement.",train,,72,,4
p17_cello_pad__v10,"Instrumental focus music with soft cello and warm pad, measured pulse, limited melodic movement, no vocals. Use gradual harmonic motion and a consistent pulse without fills or drops.",train,,72,,4
p17_cello_pad__v11,"Instrumental focus music with soft cello and warm pad, measured pulse, limited melodic movement, no vocals. Keep musical events evenly spaced with soft articulation and limited ornamentation.",train,,72,,4
p17_cello_pad__v12,"Instrumental focus music with soft cello and warm pad, measured pulse, limited melodic movement, no vocals. Favor warm balanced sonorities and slow texture changes without climactic gestures.",train,,72,,4
p17_cello_pad__v13,"Instrumental focus music with soft cello and warm pad, measured pulse, limited melodic movement, no vocals. Use a stable meter and quiet recurring figures with smooth phrase boundaries.",train,,72,,4
p17_cello_pad__v14,"Instrumental focus music with soft cello and warm pad, measured pulse, limited melodic movement, no vocals. Maintain low distraction through simple voicing and gently evolving ambience.",train,,72,,4
p17_cello_pad__v15,"Instrumental focus music with soft cello and warm pad, measured pulse, limited melodic movement, no vocals. Keep density moderate and consistent with no sudden pauses or prominent solos.",train,,72,,4
p17_cello_pad__v16,"Instrumental focus music with soft cello and warm pad, measured pulse, limited melodic movement, no vocals. Use calm cyclical phrasing and subtle variation while preserving an even energy level.",train,,72,,4
p18_muted_strings__v01,"Instrumental focus music with muted string ensemble, stable pulse, understated harmonic changes, no vocals. Keep the arrangement sparse and continuous with gradual eight-bar changes.",train,,78,,4
p18_muted_strings__v02,"Instrumental focus music with muted string ensemble, stable pulse, understated harmonic changes, no vocals. Use a narrow melodic range and seamless transitions without dramatic accents.",train,,78,,4
p18_muted_strings__v03,"Instrumental focus music with muted string ensemble, stable pulse, understated harmonic changes, no vocals. Maintain restrained dynamics and a stable background texture throughout.",train,,78,,4
p18_muted_strings__v04,"Instrumental focus music with muted string ensemble, stable pulse, understated harmonic changes, no vocals. Emphasize gentle repetition with subtle timbral evolution and no breakdowns.",train,,78,,4
p18_muted_strings__v05,"Instrumental focus music with muted string ensemble, stable pulse, understated harmonic changes, no vocals. Use smooth four-bar phrases and avoid abrupt harmonic or rhythmic changes.",train,,78,,4
p18_muted_strings__v06,"Instrumental focus music with muted string ensemble, stable pulse, understated harmonic changes, no vocals. Keep the foreground minimal while the accompaniment remains even and predictable.",train,,78,,4
p18_muted_strings__v07,"Instrumental focus music with muted string ensemble, stable pulse, understated harmonic changes, no vocals. Favor long connected layers with soft attacks and controlled high frequencies.",train,,78,,4
p18_muted_strings__v08,"Instrumental focus music with muted string ensemble, stable pulse, understated harmonic changes, no vocals. Use understated recurring motifs with low contrast between adjacent sections.",train,,78,,4
p18_muted_strings__v09,"Instrumental focus music with muted string ensemble, stable pulse, understated harmonic changes, no vocals. Maintain an unbroken concentration-friendly flow with restrained bass movement.",train,,78,,4
p18_muted_strings__v10,"Instrumental focus music with muted string ensemble, stable pulse, understated harmonic changes, no vocals. Use gradual harmonic motion and a consistent pulse without fills or drops.",train,,78,,4
p18_muted_strings__v11,"Instrumental focus music with muted string ensemble, stable pulse, understated harmonic changes, no vocals. Keep musical events evenly spaced with soft articulation and limited ornamentation.",train,,78,,4
p18_muted_strings__v12,"Instrumental focus music with muted string ensemble, stable pulse, understated harmonic changes, no vocals. Favor warm balanced sonorities and slow texture changes without climactic gestures.",train,,78,,4
p18_muted_strings__v13,"Instrumental focus music with muted string ensemble, stable pulse, understated harmonic changes, no vocals. Use a stable meter and quiet recurring figures with smooth phrase boundaries.",train,,78,,4
p18_muted_strings__v14,"Instrumental focus music with muted string ensemble, stable pulse, understated harmonic changes, no vocals. Maintain low distraction through simple voicing and gently evolving ambience.",train,,78,,4
p18_muted_strings__v15,"Instrumental focus music with muted string ensemble, stable pulse, understated harmonic changes, no vocals. Keep density moderate and consistent with no sudden pauses or prominent solos.",train,,78,,4
p18_muted_strings__v16,"Instrumental focus music with muted string ensemble, stable pulse, understated harmonic changes, no vocals. Use calm cyclical phrasing and subtle variation while preserving an even energy level.",train,,78,,4
p19_strings_piano__v01,"Instrumental focus music with light strings and piano, even rhythmic flow, restrained motifs, no vocals. Keep the arrangement sparse and continuous with gradual eight-bar changes.",calibration,,82,,4
p19_strings_piano__v02,"Instrumental focus music with light strings and piano, even rhythmic flow, restrained motifs, no vocals. Use a narrow melodic range and seamless transitions without dramatic accents.",calibration,,82,,4
p19_strings_piano__v03,"Instrumental focus music with light strings and piano, even rhythmic flow, restrained motifs, no vocals. Maintain restrained dynamics and a stable background texture throughout.",calibration,,82,,4
p19_strings_piano__v04,"Instrumental focus music with light strings and piano, even rhythmic flow, restrained motifs, no vocals. Emphasize gentle repetition with subtle timbral evolution and no breakdowns.",calibration,,82,,4
p19_strings_piano__v05,"Instrumental focus music with light strings and piano, even rhythmic flow, restrained motifs, no vocals. Use smooth four-bar phrases and avoid abrupt harmonic or rhythmic changes.",calibration,,82,,4
p19_strings_piano__v06,"Instrumental focus music with light strings and piano, even rhythmic flow, restrained motifs, no vocals. Keep the foreground minimal while the accompaniment remains even and predictable.",calibration,,82,,4
p19_strings_piano__v07,"Instrumental focus music with light strings and piano, even rhythmic flow, restrained motifs, no vocals. Favor long connected layers with soft attacks and controlled high frequencies.",calibration,,82,,4
p19_strings_piano__v08,"Instrumental focus music with light strings and piano, even rhythmic flow, restrained motifs, no vocals. Use understated recurring motifs with low contrast between adjacent sections.",calibration,,82,,4
p19_strings_piano__v09,"Instrumental focus music with light strings and piano, even rhythmic flow, restrained motifs, no vocals. Maintain an unbroken concentration-friendly flow with restrained bass movement.",calibration,,82,,4
p19_strings_piano__v10,"Instrumental focus music with light strings and piano, even rhythmic flow, restrained motifs, no vocals. Use gradual harmonic motion and a consistent pulse without fills or drops.",calibration,,82,,4
p19_strings_piano__v11,"Instrumental focus music with light strings and piano, even rhythmic flow, restrained motifs, no vocals. Keep musical events evenly spaced with soft articulation and limited ornamentation.",calibration,,82,,4
p19_strings_piano__v12,"Instrumental focus music with light strings and piano, even rhythmic flow, restrained motifs, no vocals. Favor warm balanced sonorities and slow texture changes without climactic gestures.",calibration,,82,,4
p19_strings_piano__v13,"Instrumental focus music with light strings and piano, even rhythmic flow, restrained motifs, no vocals. Use a stable meter and quiet recurring figures with smooth phrase boundaries.",calibration,,82,,4
p19_strings_piano__v14,"Instrumental focus music with light strings and piano, even rhythmic flow, restrained motifs, no vocals. Maintain low distraction through simple voicing and gently evolving ambience.",calibration,,82,,4
p19_strings_piano__v15,"Instrumental focus music with light strings and piano, even rhythmic flow, restrained motifs, no vocals. Keep density moderate and consistent with no sudden pauses or prominent solos.",calibration,,82,,4
p19_strings_piano__v16,"Instrumental focus music with light strings and piano, even rhythmic flow, restrained motifs, no vocals. Use calm cyclical phrasing and subtle variation while preserving an even energy level.",calibration,,82,,4
p20_chamber_ambient__v01,"Instrumental ambient chamber music, regular pulse, smooth voice leading, low dramatic contrast, no vocals. Keep the arrangement sparse and continuous with gradual eight-bar changes.",qualification,,76,,4
